We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
All Submitters of data may be contacted directly via www.gisaid.org
Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/CA-CDPH-UC2/2020	EPI_ISL_413558	2020-02-27	North America / USA / California / Solano County	Human	Original	Nasopharyngeal swab, oropharyngeal swab	health care worker taking care of UC4 (EPI_ISL_413561)	Illumina NextSeq with MSSPE	Geneious 11.1.3			B	L
hCoV-19/USA/CA-CDPH-UC3/2020	EPI_ISL_413559	2020-02-27	North America / USA / California / Solano County	Human	Original		health care worker taking care of UC4 (EPI_ISL_413561)	Illumina NextSeq with MSSPE	Geneious 11.1.3			B	L
hCoV-19/USA/WA-S3/2020	EPI_ISL_413560	2020-02-28	North America / USA / Washington	Human	Original	Mid-Turbinate nasal swab		Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/CA-CDPH-UC4/2020	EPI_ISL_413561	2020-02-27	North America / USA / California / Solano County	Human	Original	Nasopharyngeal swab	first case of "community transmission" in the US; reported Feb 26, 2020	Illumina NextSeq with MSSPE	Geneious 11.1.3			B	L
hCoV-19/USA/WA11-UW7/2020	EPI_ISL_413562	2020-03-02	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.5			A.1	S
hCoV-19/USA/WA12-UW8/2020	EPI_ISL_413563	2020-03-03	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.5			A.1	S
hCoV-19/Netherlands/Andel_1365066/2020	EPI_ISL_413564	2020-03-01	Europe / Netherlands / Andel	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Netherlands/Blaricum_1364780/2020	EPI_ISL_413566	2020-03-02	Europe / Netherlands / Blaricum	Human	Original			Nanopore				B.1	G
hCoV-19/Netherlands/Dalen_1363624/2020	EPI_ISL_413568	2020-03-01	Europe / Netherlands / Dalen	Human	Original			Nanopore		Gap of 3 nucleotides when compared to reference sequence.	info	B	L
hCoV-19/Netherlands/Eindhoven_1363782/2020	EPI_ISL_413571	2020-03-02	Europe / Netherlands / Eindhoven	Human	Original			Nanopore		Single stretch of NNNs (0.67%)		B.1.1	GR
hCoV-19/Netherlands/Haarlem_1363688/2020	EPI_ISL_413572	2020-03-01	Europe / Netherlands / Haarlem	Human	Original			Nanopore				B.1	GH
hCoV-19/Netherlands/Hardinxveld_Giessendam_1364806/2020	EPI_ISL_413573	2020-03-02	Europe / Netherlands / Hardinxveld Giessendam	Human	Original			Nanopore		Gap of 3 nucleotides when compared with reference sequence.	info	B.p11	L
hCoV-19/Netherlands/Helmond_1363548/2020	EPI_ISL_413574	2020-02-29	Europe / Netherlands / Helmond	Human	Original			Nanopore		Single stretch of NNNs (0.67%)		B.1.1	GR
hCoV-19/Netherlands/Naarden_1364774/2020	EPI_ISL_413577	2020-03-02	Europe / Netherlands / Naarden	Human	Original			Nanopore		Gap of 3 nucleotides when compared to reference sequence.	info	B	L
hCoV-19/Netherlands/Nootdorp_1364222/2020	EPI_ISL_413579	2020-03-03	Europe / Netherlands / Nootdorp	Human	Original			Nanopore				B.1.1	GR
hCoV-19/Netherlands/Oisterwijk_1364072/2020	EPI_ISL_413580	2020-03-02	Europe / Netherlands / Oisterwijk	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Netherlands/Rotterdam_1363790/2020	EPI_ISL_413582	2020-03-01	Europe / Netherlands / Rotterdam	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Netherlands/Rotterdam_1364040/2020	EPI_ISL_413583	2020-03-02	Europe / Netherlands / Rotterdam	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Netherlands/Rotterdam_1364740/2020	EPI_ISL_413584	2020-03-03	Europe / Netherlands / Rotterdam	Human	Original			Nanopore				B.1.1	GR
hCoV-19/Netherlands/Tilburg_1364286/2020	EPI_ISL_413587	2020-03-03	Europe / Netherlands / Tilburg	Human	Original			Nanopore				B.1.1	GR
hCoV-19/Netherlands/Utrecht_1363564/2020	EPI_ISL_413588	2020-03-01	Europe / Netherlands / Utrecht	Human	Original			Nanopore		Single stretch of NNNs (0.67% of overall sequence)		B.1	G
hCoV-19/Netherlands/Utrecht_1363628/2020	EPI_ISL_413589	2020-03-01	Europe / Netherlands / Utrecht	Human	Original			Nanopore				B.1	G
hCoV-19/Netherlands/Utrecht_1364066/2020	EPI_ISL_413590	2020-03-02	Europe / Netherlands / Utrecht	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/Netherlands/Zeewolde_1365080/2020	EPI_ISL_413591	2020-03-02	Europe / Netherlands / Zeewolde	Human	Original			Nanopore				B.1	G
hCoV-19/Taiwan/NTU03/2020	EPI_ISL_413592	2020-03-02	Asia / Taiwan / Taipei	Human	VeroE6	Throat swab	Patient travelling to Dubai (1/29/2020-2/10/2020) and Egypt (2/11/2020-2/21/2020)	Sanger				B.1	GH
hCoV-19/Luxembourg/Lux1/2020	EPI_ISL_413593	2020-02-29	Europe / Luxembourg	Human	Original			Nanopore				B.1	G
hCoV-19/Australia/NSW08/2020	EPI_ISL_413594	2020-02-28	Oceania / Australia / NSW / Sydney	Human	Original	Oro-pharyngeal swab		Illumina	Geneious Prime 2020.0.5			B	O
hCoV-19/Australia/NSW09/2020	EPI_ISL_413595	2020-02-28	Oceania / Australia / NSW / Sydney	Human	Original	Nasopharyngeal aspirate		Illumina	Geneious Prime			B.4	O
hCoV-19/Australia/NSW10/2020	EPI_ISL_413596	2020-02-28	Oceania / Australia / NSW / Sydney	Human	Original	Nasopharyngeal aspirate		Illumina	Geneious prime	1 Y in the sequence		B	O
hCoV-19/Australia/NSW11/2020	EPI_ISL_413597	2020-03-02	Oceania / Australia / NSW / Sydney	Human	Original	Oro-pharyngeal swab		Illumina	Geneious Prime			B.4	O
hCoV-19/Australia/NSW12/2020	EPI_ISL_413598	2020-03-04	Oceania / Australia / NSW / Sydney	Human	Original	Oro-pharyngeal swab		Illumina	Geneious Prime			B.4	O
hCoV-19/Australia/NSW13/2020	EPI_ISL_413599	2020-03-04	Oceania / Australia / NSW / Sydney	Human	Original	Oro-pharyngeal swab		Illumina	Geneious Prime	1 Y in the sequence		B.4	O
hCoV-19/Australia/NSW14/2020	EPI_ISL_413600	2020-03-03	Oceania / Australia / NSW / Sydney	Human	Original	Sputum		Illumina	Geneious Prime			B.4	O
hCoV-19/USA/WA13-UW9/2020	EPI_ISL_413601	2020-03-02	North America / USA / Washington	Human	Original			Illumina NextSeq	Geneious Prime 2020.0.5			A.1	O
hCoV-19/China/WF0014/2020	EPI_ISL_413711	2020-02	Asia / China	Human	Original			MGI				A	S
hCoV-19/USA/WA-S38/2020	EPI_ISL_417091	2020-03-04	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S39/2020	EPI_ISL_417092	2020-03-04	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S40/2020	EPI_ISL_417093	2020-02-28	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S42/2020	EPI_ISL_417095	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S43/2020	EPI_ISL_417096	2020-02-27	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S44/2020	EPI_ISL_417097	2020-02-28	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S45/2020	EPI_ISL_417098	2020-02-29	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S46/2020	EPI_ISL_417099	2020-02-29	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S47/2020	EPI_ISL_417100	2020-02-29	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S48/2020	EPI_ISL_417101	2020-02-29	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S49/2020	EPI_ISL_417102	2020-03-04	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S50/2020	EPI_ISL_417103	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S51/2020	EPI_ISL_417104	2020-03-03	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S52/2020	EPI_ISL_417105	2020-03-03	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S53/2020	EPI_ISL_417106	2020-03-03	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S54/2020	EPI_ISL_417107	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S55/2020	EPI_ISL_417108	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S56/2020	EPI_ISL_417109	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S57/2020	EPI_ISL_417110	2020-03-03	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S58/2020	EPI_ISL_417111	2020-03-05	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S59/2020	EPI_ISL_417112	2020-03-02	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S60/2020	EPI_ISL_417113	2020-03-02	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline	Long stretches of NNNs (8.06% of overall sequence).	lowco	A.1	O
hCoV-19/USA/WA-S61/2020	EPI_ISL_417114	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S62/2020	EPI_ISL_417115	2020-03-03	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S63/2020	EPI_ISL_417116	2020-03-04	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S64/2020	EPI_ISL_417117	2020-03-03	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S65/2020	EPI_ISL_417118	2020-03-03	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S66/2020	EPI_ISL_417119	2020-03-06	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S67/2020	EPI_ISL_417120	2020-03-04	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S68/2020	EPI_ISL_417121	2020-03-04	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S69/2020	EPI_ISL_417122	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S70/2020	EPI_ISL_417123	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S71/2020	EPI_ISL_417124	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S72/2020	EPI_ISL_417125	2020-03-06	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S73/2020	EPI_ISL_417126	2020-03-05	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S74/2020	EPI_ISL_417127	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S75/2020	EPI_ISL_417128	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S76/2020	EPI_ISL_417129	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S77/2020	EPI_ISL_417130	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S79/2020	EPI_ISL_417132	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S80/2020	EPI_ISL_417133	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S81/2020	EPI_ISL_417134	2020-02-26	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S82/2020	EPI_ISL_417135	2020-02-22	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S83/2020	EPI_ISL_417136	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S84/2020	EPI_ISL_417137	2020-02-21	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S86/2020	EPI_ISL_417139	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S87/2020	EPI_ISL_417140	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S88/2020	EPI_ISL_417141	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S89/2020	EPI_ISL_417142	2020-02-29	North America / USA / Washington / Umatilla County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S90/2020	EPI_ISL_417143	2020-02-29	North America / USA / Washington / Umatilla County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S91/2020	EPI_ISL_417144	2020-03-02	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S92/2020	EPI_ISL_417145	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S93/2020	EPI_ISL_417146	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S94/2020	EPI_ISL_417147	2020-02-28	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S95/2020	EPI_ISL_417148	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S96/2020	EPI_ISL_417149	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S97/2020	EPI_ISL_417150	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S98/2020	EPI_ISL_417151	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S99/2020	EPI_ISL_417152	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S100/2020	EPI_ISL_417153	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S101/2020	EPI_ISL_417154	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S102/2020	EPI_ISL_417155	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S103/2020	EPI_ISL_417156	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S104/2020	EPI_ISL_417157	2020-03-05	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S105/2020	EPI_ISL_417158	2020-02-28	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S106/2020	EPI_ISL_417159	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S107/2020	EPI_ISL_417160	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S108/2020	EPI_ISL_417161	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S109/2020	EPI_ISL_417162	2020-03-01	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S110/2020	EPI_ISL_417163	2020-03-05	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S111/2020	EPI_ISL_417164	2020-03-07	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S112/2020	EPI_ISL_417165	2020-03-08	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S114/2020	EPI_ISL_417167	2020-03-05	North America / USA / Washington / Snohomish County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S115/2020	EPI_ISL_417168	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S116/2020	EPI_ISL_417169	2020-03-02	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S117/2020	EPI_ISL_417170	2020-03-02	North America / USA / Washington	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S118/2020	EPI_ISL_417171	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S119/2020	EPI_ISL_417172	2020-02-29	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/USA/WA-S120/2020	EPI_ISL_417173	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline	Long stretches of NNNs (8.56% of overall sequence).	lowco	A.1	S
hCoV-19/USA/WA-S121/2020	EPI_ISL_417174	2020-03-01	North America / USA / Washington / King County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline	Long stretches of NNNs (5.04% of overall sequence).	lowco	A.1	S
hCoV-19/USA/WA-S122/2020	EPI_ISL_417175	2020-03-02	North America / USA / Washington / Grant County	Human	Original			Illumina Nextseq	Seattle Flu Assembly Pipeline			A.1	S
hCoV-19/Hong Kong/HKPU1_2101/2020	EPI_ISL_417176	2020-01-21	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				A	S
hCoV-19/Hong Kong/HKPU6_2101/2020	EPI_ISL_417178	2020-01-25	Asia / Hong Kong	Human	Original							B	L
hCoV-19/Hong Kong/HKPU12_2201/2020	EPI_ISL_417179	2020-01-30	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq		Long stretches of NNNs (5.15% of overall sequence).		B	O
hCoV-19/Hong Kong/HKPU19_0402/2020	EPI_ISL_417181	2020-02-05	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B	O
hCoV-19/Hong Kong/HKPU28_3001/2020	EPI_ISL_417185	2020-02-09	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B	O
hCoV-19/South Africa/R03006/2020	EPI_ISL_417186	2020-03-07	Africa / South Africa / KZN	Human	Original	Combined nasopharyngeal and oropharyngeal swab		Illumina Miseq	Mapping to reference			B.1	G
hCoV-19/Hong Kong/HKPU29_0102/2020	EPI_ISL_417187	2020-02-08	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B.7	O
hCoV-19/Hong Kong/HKPU30_2901/2020	EPI_ISL_417188	2020-02-08	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B.7	O
hCoV-19/USA/MN5-MDH5/2020	EPI_ISL_417191	2020-03-10	North America / USA / Minnesota	Human	Original			Nanopore MinION	ARTIC-nCoV-bioinformaticsSOP v1.0.0	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/MN25-MDH25/2020	EPI_ISL_417192	2020-03-12	North America / USA / Minnesota	Human	Original			Nanopore MinION	ARTIC-nCoV-bioinformaticsSOP v1.0.0			B.1	GH
hCoV-19/Hong Kong/HKPU32_0402/2020	EPI_ISL_417193	2020-02-09	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B.7	O
hCoV-19/USA/MN26-MDH26/2020	EPI_ISL_417194	2020-03-12	North America / USA / Minnesota	Human	Original			Nanopore MinION	ARTIC-nCoV-bioinformaticsSOP v1.0.0			A.1	S
hCoV-19/USA/MN29-MDH29/2020	EPI_ISL_417196	2020-03-11	North America / USA / Minnesota	Human	Original			Nanopore MinION	ARTIC-nCoV-bioinformaticsSOP v1.0.0			B.1.1	GR
hCoV-19/Hong Kong/HKPU34_3001/2020	EPI_ISL_417197	2020-02-09	Asia / Hong Kong	Human	Original			Nanopore MinION and Illumina MiSeq				B.7	O
hCoV-19/England/20108004702/2020	EPI_ISL_417250	2020-03-02	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20108006003/2020	EPI_ISL_417252	2020-03-05	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20108006802/2020	EPI_ISL_417254	2020-03-04	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.2.5	V
hCoV-19/England/20108007002/2020	EPI_ISL_417255	2020-03-04	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20108007302/2020	EPI_ISL_417256	2020-03-03	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
